id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
97945,Deluxw-Apartm. with roof terrace,517685,Angelika,,Hadern,48.11492,11.48954,Entire home/apt,97,2,129,2019-09-30,1.13,2,2,0,
114695,Apartment Munich/East with sundeck,581737,Stephan,,Berg am Laim,48.12071,11.63758,Entire home/apt,95,2,53,2019-10-03,0.48,2,13,0,
127383,City apartment next to Pinakothek,630556,Sonja,,Maxvorstadt,48.15199,11.56482,Entire home/apt,99,3,100,2021-08-01,1.06,1,1,10,
159634,"Fancy, bright central roof top flat and homeoffice",765694,Sanna,,Pasing-Obermenzing,48.13855,11.46586,Entire home/apt,52,5,34,2019-06-24,0.36,1,9,1,
170154,"Own floor & bath, parking & breakfast",108297,Alex,,Sendling-Westpark,48.10814,11.52733,Private room,92,2,491,2021-08-20,4.51,1,255,15,
170815,Your own flat near central station!,814793,Inge,,Neuhausen-Nymphenburg,48.16071,11.54314,Entire home/apt,65,3,64,2017-05-27,0.52,1,0,0,
172672,Cozy guest room in high-end flat.,823913,Karin,,Schwabing-West,48.16341,11.56366,Private room,49,1,215,2019-09-26,2.41,2,2,1,
179640,GREEN OASIS near center & tradefair,860212,Ingrid,,Bogenhausen,48.14453,11.63769,Private room,35,2,50,2017-10-01,0.42,1,255,0,
183634,munich all-inclusive camping,880705,Toby,,Allach-Untermenzing,48.17532,11.44526,Shared room,50,1,0,,,1,365,0,
186596,2-room-flat in central location,910486,Hatice,,Au-Haidhausen,48.12008,11.57725,Shared room,82,1,163,2019-09-29,1.53,5,324,0,
187359,Charming apartment near City Center,901209,Christian,,Neuhausen-Nymphenburg,48.15638,11.53935,Private room,78,2,32,2019-09-29,0.30,1,269,0,
187386,"bedroom, with 2 single beds and tv",901512,Janine,,Berg am Laim,48.12031,11.62787,Private room,59,2,16,2019-09-29,0.13,2,359,0,
189551,Beautiful Attic Floor Dwelling,914449,Peter,,Schwanthalerhöhe,48.13592,11.54427,Entire home/apt,160,3,356,2020-03-01,3.03,1,123,7,
189582,CLASSY APARTMENT in Munich,914564,Christiane,,Bogenhausen,48.15556,11.64903,Private room,25,30,13,2018-08-05,0.14,1,59,0,
189606,"Nice apartment near river ""Isar""",914691,Klaus,,Au-Haidhausen,48.12543,11.58042,Entire home/apt,51,2,170,2021-08-27,1.75,2,333,14,
190383,WOW! direct binding to trade fairs,919644,Christine,,Berg am Laim,48.12424,11.63186,Private room,25,2,150,2019-06-14,1.31,1,93,0,
190653,Pretty and renovated apartment,919917,Werner,,Ludwigsvorstadt-Isarvorstadt,48.12951,11.56103,Entire home/apt,70,1,171,2020-07-11,1.57,1,290,3,
191405,Single Apartment in Central Munich,925836,Esther,,Au-Haidhausen,48.12204,11.58064,Entire home/apt,65,2,20,2018-01-14,0.18,1,0,0,
191429,Munich City Center for long term,925882,M. Seon,,Ludwigsvorstadt-Isarvorstadt,48.12672,11.5557,Private room,29,120,29,2014-09-23,0.28,1,181,0,
193463,* Munich-Schwabing-  super- clean - central-room*,938552,Gabriele,,Maxvorstadt,48.15527,11.5717,Private room,50,2,173,2019-11-15,1.76,2,147,3,
193477,* Munich- Schwabing- super pretty mini room *,938552,Gabriele,,Maxvorstadt,48.15517,11.5693,Private room,38,2,71,2021-09-26,1.07,2,125,7,
195293,Stylish Apartment No.24,949632,Sabine,,Schwabing-West,48.16438,11.56853,Private room,45,30,63,2016-07-13,0.57,1,60,2,
195302,nice city centre apartment munich,949656,Charlotte,,Bogenhausen,48.13698,11.61597,Entire home/apt,60,7,87,2014-10-07,0.72,2,9,0,
195337,single room-20 min to fair trades,949656,Charlotte,,Au-Haidhausen,48.13656,11.61501,Private room,50,1,11,2013-11-17,0.09,2,243,0,
195371,Souterrain for Sigle or Couple,949953,Sybille,,Feldmoching-Hasenbergl,48.19459,11.53297,Private room,29,3,20,2021-06-17,0.68,2,134,8,
195388,apartment for 4 people,949998,Ingrid Und Jo,,Ramersdorf-Perlach,48.10026,11.6068,Entire home/apt,83,2,195,2020-09-25,1.71,1,341,15,
195444,Modern room in ancient building,950268,Eileen,,Ludwigsvorstadt-Isarvorstadt,48.12279,11.56028,Private room,93,3,183,2019-10-07,1.66,2,254,10,
195452,DOWNTOWN 1aFlat in ancient building,950268,Eileen,,Ludwigsvorstadt-Isarvorstadt,48.12103,11.5605,Entire home/apt,95,7,15,2012-08-16,0.20,2,62,1,
196230,Beautiful room in central location,910486,Hatice,,Au-Haidhausen,48.12208,11.57862,Private room,39,1,6,2017-02-25,0.09,5,265,0,
196243,"Beautiful room, central location",910486,Hatice,,Au-Haidhausen,48.12045,11.5787,Private room,45,1,9,2020-01-12,0.38,5,284,0,
196265,Beautiful Apartment with Balcony,14870835,Dominik,,Au-Haidhausen,48.12094,11.57697,Entire home/apt,65,5,68,2021-06-13,0.59,1,271,2,
197197,"Quiet room, own bath + entrance, 20 min to center",961042,Michael,,Thalkirchen,48.08972,11.51393,Private room,48,2,238,2019-09-29,1.95,1,176,0,
198942,Charming quiet room near Michaelipark,971759,Anna C,,Berg am Laim,48.1177,11.64272,Private room,48,2,91,2019-09-25,0.83,2,187,8,
198990,Wohnen am Schloss Nymphenburg,959791,Heidrun,,Neuhausen-Nymphenburg,48.15797,11.51046,Entire home/apt,50,180,12,2011-10-05,0.17,1,209,1,
199066,COMFORTABLE ATTIC FLOOR DWELLING,972246,Cordula,,Untergiesing-Harlaching,48.09092,11.56088,Private room,75,1,337,2021-01-03,2.78,1,311,18,
199099,cosy little aparment central in Munich,972392,Ingrid,,Obergiesing,48.11511,11.59193,Entire home/apt,70,6,2,2021-08-08,2,1,116,2,
199189,Ideal for Fair guests,972712,Michael,,Bogenhausen,48.16025,11.64836,Private room,25,1,33,2018-10-08,0.29,4,0,0,
199256,Nice room in super central location,972992,Heide,,Maxvorstadt,48.15017,11.56221,Private room,53,3,243,2020-01-22,2.48,1,224,13,
199797,5 min. close to ENGLISCHER GARTEN,976495,Brigitte,,Schwabing-Freimann,48.16618,11.58973,Entire home/apt,85,1,41,2019-09-28,0.37,1,317,0,
199840,Cheerful room in beautiful house,976629,Roswitha,,Tudering-Riem,48.11712,11.67722,Private room,52,1,45,2012-10-02,0.39,1,363,0,
199843,High quality and trendy 3-room flat,976581,Gisela,,Maxvorstadt,48.15054,11.57591,Entire home/apt,138,90,0,,,1,360,0,
199850,Sunny room ideal for  International fairs,971759,Anna C,,Berg am Laim,48.11864,11.64054,Private room,108,2,29,2019-09-23,0.34,2,179,0,
199922,"3-room apartment, centrally located",976981,Hartmut,,Milbertshofen-Am Hart,48.18554,11.56936,Entire home/apt,98,20,19,2018-06-15,0.40,1,272,0,
200782,Happy room for happy responsible  Cohousing,982145,Sylvester,,Ludwigsvorstadt-Isarvorstadt,48.12541,11.55147,Private room,28,12,14,2016-05-28,0.14,5,237,0,
200785,"Happy Double, central, green,",982145,Sylvester,,Ludwigsvorstadt-Isarvorstadt,48.12598,11.55346,Private room,33,12,14,2015-07-07,0.21,5,252,0,
200791,"Happy cosy room, 3 Stops to Center",982145,Sylvester,,Ludwigsvorstadt-Isarvorstadt,48.12407,11.55299,Private room,29,15,17,2017-08-30,0.18,5,238,1,
200795,Beautiful room in central location,982145,Sylvester,,Ludwigsvorstadt-Isarvorstadt,48.124,11.55192,Private room,26,45,5,2018-08-25,0.05,5,118,0,
201072,"3,5-room-flat historical living",983151,Sabine Petra,,Untergiesing-Harlaching,48.11737,11.57015,Entire home/apt,100,180,1,2012-05-23,0.01,1,93,0,
201628,"Beautiful bright room, 8th Floor (with lift)",986859,Christa,,Hadern,48.12583,11.48152,Private room,56,1,189,2019-09-26,1.74,1,361,4,
202055,"10 min to the center, quiet, cosy",988620,Melita,,Neuhausen-Nymphenburg,48.15883,11.54617,Private room,35,3,229,2019-12-12,1.90,2,107,0,
202077,"tiny but fine, 10 min to the center",988620,Melita,,Neuhausen-Nymphenburg,48.15865,11.54134,Private room,35,3,76,2017-08-02,0.66,2,112,0,
205381,Classic building apartment at Prinzregentenplaz,1009438,Alex,,Bogenhausen,48.13909,11.60832,Entire home/apt,113,1,391,2021-09-17,3.72,10,259,41,
205393,Comfortable apartment with self-check-in.,1009438,Alex,,Bogenhausen,48.13909,11.60832,Entire home/apt,59,1,350,2021-09-23,3.98,10,280,43,
205401,Modern apartment with self-check-in.,1009438,Alex,,Bogenhausen,48.13909,11.60832,Entire home/apt,73,1,527,2021-09-07,4.64,10,286,60,
205415,Family apartment in best location,1009438,Alex,,Bogenhausen,48.13909,11.60832,Entire home/apt,88,1,489,2021-09-23,5.36,10,238,55,
205431,New York style apartment in Munich,1009438,Alex,,Schwanthalerhöhe,48.13661,11.53075,Entire home/apt,85,1,583,2021-09-17,5.31,10,207,54,
206288,"modern, bright & quiet in Giesing",1014517,Emmanuel,,Obergiesing,48.11008,11.59345,Entire home/apt,90,5,38,2019-10-21,1.07,1,63,3,
207713,Penthouse 10 min Munich City Centre,1022468,John,,Neuhausen-Nymphenburg,48.15105,11.53687,Entire home/apt,79,3,74,2019-10-03,0.70,1,187,0,
210348,one  quiet nice room in a condo in central munich,1037376,Doris,,Ludwigsvorstadt-Isarvorstadt,48.12401,11.56119,Private room,53,2,65,2019-09-29,0.57,2,335,1,
211291,GOOD PRICE - IDEAL LOCATION!,1041701,Renate,,Maxvorstadt,48.14614,11.54296,Entire home/apt,103,1,19,2018-09-30,0.45,1,238,1,
211374,"Close to fairground Riem + subway, host vaccinated",1049489,Sonja,,Tudering-Riem,48.13192,11.70239,Private room,63,2,150,2018-09-20,1.42,1,63,3,
211800,Beautiful bright 3-room apartment,1062193,Katrin,,Berg am Laim,48.12902,11.62117,Entire home/apt,91,7,0,,,1,21,0,
212482,Nice Room-10min Walk to Octoberfest,1018498,Karin,,Sendling,48.11954,11.54065,Private room,38,2,82,2021-09-12,0.75,1,293,5,
212517,Charming&modern in downsouth Munich,1095945,Pia Und Kevin,,Sendling-Westpark,48.11848,11.52836,Private room,71,1,11,2018-05-17,0.28,1,365,0,
213707,"Stylish, Spacious, Top location!",1101476,Nina,,Ludwigsvorstadt-Isarvorstadt,48.12926,11.57135,Entire home/apt,330,3,57,2021-08-02,0.74,1,362,2,
216529,"Charming, central, quiet 2.5 room flat Haidhausen",37354,Werner,,Au-Haidhausen,48.13072,11.59324,Entire home/apt,129,5,9,2015-11-05,0.11,1,0,0,
217148,"ruhiges helles Zi, verkehrsgünstig",949953,Sybille,,Feldmoching-Hasenbergl,48.19329,11.53275,Private room,29,7,81,2021-06-26,0.66,2,183,12,
218080,Modern apartment in Haidhausen,1041175,Jakob,,Au-Haidhausen,48.12356,11.5955,Entire home/apt,49,110,47,2019-10-11,0.64,2,271,0,
218860,nice apartment near fairground,1078978,Sylvia,,Berg am Laim,48.11953,11.64244,Entire home/apt,150,2,33,2019-10-02,0.45,1,363,0,
222924,"Blue Room,1. Floor, Messe Riem",1157644,Eva,,Tudering-Riem,48.10496,11.69867,Private room,40,90,36,2018-10-07,0.32,3,181,1,
223041,1 Room in Munich's South-East,1158541,Siegfried,,Ramersdorf-Perlach,48.08629,11.65956,Private room,65,7,21,2020-02-08,0.20,1,336,0,
225414,Flat incl. garden in Munich Solln,1174395,Prince,,Thalkirchen,48.07739,11.51349,Entire home/apt,95,2,14,2018-12-10,0.33,1,365,0,
225421,Very quiet apartment in a peaceful city quarter,1174413,Marco,,Untergiesing-Harlaching,48.08084,11.55063,Entire home/apt,60,2,155,2021-08-08,1.40,1,349,12,
226540,Modern 3 Room Apartment in Munich,1011275,Enrico,,Laim,48.13853,11.51127,Entire home/apt,108,2,352,2021-01-17,3.85,2,48,15,
227106,Modern and quiet apartment,1041074,Kerstin,,Tudering-Riem,48.11064,11.70094,Entire home/apt,104,2,42,2019-08-13,0.43,1,342,2,
227892,"Room at Trade Fair - own entrance, kitchen, bath",1188789,Caro + Tilman,,Tudering-Riem,48.12988,11.7017,Private room,50,3,59,2019-09-30,0.51,1,0,0,
228721,Room in 2-Room -Apartment,1193810,Emmanuel,,Au-Haidhausen,48.12085,11.57736,Private room,65,5,4,2019-10-07,0.03,1,365,0,
228845,Modern equipped 1Room- Appartement,1041125,Luna,,Laim,48.14132,11.49476,Entire home/apt,35,90,0,,,1,332,0,
228867,"CityHome, 6 beautiful apartments + AC, CITY CENTER",1041450,Werner,,Maxvorstadt,48.14468,11.56131,Entire home/apt,150,3,33,2019-12-23,0.46,6,345,0,
229544,2-room apartment in Munich,1198833,G.,,Thalkirchen,48.0956,11.51215,Entire home/apt,75,2,5,2019-04-11,0.17,4,365,0,
229545,2-room apartment in Munich,1198833,G.,,Thalkirchen,48.09567,11.51126,Entire home/apt,75,2,2,2018-10-21,0.08,4,365,0,
230331,"bed&breakfast, 5min to Oktoberfest",1203567,Maja,,Laim,48.14149,11.50408,Private room,120,1,2,2011-10-01,0.02,1,365,0,
231881,U2 Theresienstr: EUR35 room / night,1212524,Natalia,,Maxvorstadt,48.15305,11.56615,Private room,40,2,209,2018-10-25,1.82,1,242,0,
232430,Modern loft apartment,1171020,Hans-Martin,,Tudering-Riem,48.11636,11.6986,Entire home/apt,135,2,62,2019-09-29,0.70,1,321,1,
233119,Luxury 2-room apartment,1210398,Olivera,,Milbertshofen-Am Hart,48.17887,11.56708,Entire home/apt,80,28,0,,,4,156,0,
240218,Directly loc.t.t. fiera& Metro,1041362,Grazia,,Tudering-Riem,48.12775,11.7013,Private room,129,30,48,2018-10-24,0.54,1,349,0,
241375,Large  Center Apartment,1100623,Ray,,Altstadt-Lehel,48.13652,11.58869,Entire home/apt,110,3,65,2019-10-03,1.04,1,0,0,
243209,House with fantastic terrace,1040938,Ingrid,,Sendling-Westpark,48.11019,11.50695,Entire home/apt,90,360,0,,,1,364,0,
245670,"gemütliches Refugium, stadtnah",1293120,Marianne,,Ramersdorf-Perlach,48.09712,11.60973,Private room,49,10,20,2019-10-05,0.21,2,56,0,
252987,"Beautiful, modern & quiet apartment in Schwabing",1069562,Florian,,Schwabing-Freimann,48.15943,11.58208,Entire home/apt,199,2,32,2021-07-09,0.78,1,89,1,
254653,DREAM city flat with balcony,1040971,Piet,,Maxvorstadt,48.14683,11.57861,Entire home/apt,99,90,24,2016-10-04,0.24,1,363,0,
266180,room near Nymphenburg castle ground,1395678,Frank & Joachim,,Pasing-Obermenzing,48.15561,11.47189,Private room,36,2,135,2019-09-26,1.15,1,324,6,
280995,Very beautifully furnished 1-room Apartment,1210398,Olivera,,Milbertshofen-Am Hart,48.17877,11.56679,Entire home/apt,50,30,1,2020-10-31,0.09,4,83,1,
285938,Chill out in the heart of Munich,1488030,Natalie,,Neuhausen-Nymphenburg,48.14658,11.53331,Private room,38,4,183,2020-01-13,1.59,1,29,2,
293112,Stylish Flat in Munich City Center,1515318,Claus,,Maxvorstadt,48.15164,11.55362,Entire home/apt,69,2,16,2019-08-29,0.14,1,346,0,
299867,Central Munich -close 2 Oktoberfest,1545345,Sabine,,Schwanthalerhöhe,48.12891,11.54107,Private room,50,1,39,2016-09-24,0.34,2,365,0,
309196,Schönes Appartement im Dachgeschoss,1057081,Heike,,Thalkirchen,48.08367,11.52772,Private room,58,21,23,2019-02-02,0.25,1,284,1,
311198,Guest First! Munich-Center Led,1600367,Diana,,Altstadt-Lehel,48.13613,11.58079,Entire home/apt,110,90,5,2019-08-25,0.09,1,363,0,
311242,TOP Studio! 10 minutes to city centre & trade fair,1600843,Matt,,Obergiesing,48.11723,11.58942,Entire home/apt,42,90,106,2019-02-05,0.93,3,306,3,
315684,Roof Gallery Munich - Luxury flat,1621313,Regina,,Hadern,48.12917,11.48554,Entire home/apt,150,3,79,2020-01-31,1.14,4,206,7,
320196,"nice, bright room with shower",1637920,Wolfger,,Ramersdorf-Perlach,48.09725,11.64717,Private room,42,3,73,2019-10-07,0.63,1,99,3,
321542,Absolute quiet room,1646639,Walter,,Thalkirchen,48.09307,11.52147,Private room,42,16,26,2016-04-25,0.22,1,358,0,
372531,3 Room Apartment at the Oktoberfest,1011275,Enrico,,Laim,48.14035,11.51125,Entire home/apt,542,1,29,2019-10-07,19.33,2,0,1,
392399,"Sunny room, private bathroom and roof top terrace",1962150,Christa,,Sendling,48.11397,11.54844,Private room,68,2,92,2018-10-12,0.80,1,86,0,
406404,Holiday Flat in Munich Schwabing,2024648,Tammy,,Schwabing-West,48.17723,11.58283,Entire home/apt,120,30,1,2012-11-17,0.01,4,270,0,
483093,cozy-apartment - *WLAN* PARKING,2391129,Julia Und Lisa,,Ramersdorf-Perlach,48.09748,11.63993,Entire home/apt,50,2,168,2021-08-17,1.69,3,260,6,
502791,Relaxen im Apartment Fasangarten.,1293120,Marianne,,Ramersdorf-Perlach,48.09888,11.61023,Private room,49,3,30,2020-03-24,0.35,2,345,5,
505041,centrally quiet 2 pieces flat 01.01.-30.april.22,1037376,Doris,,Ludwigsvorstadt-Isarvorstadt,48.12446,11.56009,Entire home/apt,43,60,5,2014-03-31,0.07,2,286,0,
526430,"Room near OCTOBERFEST, free WLAN, free Parking",2587491,Edmond,,Sendling-Westpark,48.11461,11.53505,Private room,55,1,69,2019-10-05,0.71,1,365,0,
532047,"Nice, comfortable Studio w. balcony",1210398,Olivera,,Milbertshofen-Am Hart,48.1787,11.56812,Entire home/apt,50,30,2,2017-09-30,0.03,4,3,0,
532049,Beautifully furnished 1-room Studio,1210398,Olivera,,Milbertshofen-Am Hart,48.17877,11.56679,Entire home/apt,50,30,2,2016-10-01,0.15,4,0,0,
539561,Beautiful Maisonette in Munich,2651285,Thorsten,,Maxvorstadt,48.15258,11.56128,Entire home/apt,700,3,237,2021-08-25,2.91,1,11,9,
548958,"White Room & Bathroom,  Messe Riem",1157644,Eva,,Tudering-Riem,48.10904,11.68701,Private room,49,60,16,2019-10-31,0.19,3,212,0,
556122,Ruhiges Gartenzimmer,2735048,Pirkko,,Pasing-Obermenzing,48.15551,11.4699,Private room,55,2,161,2019-10-14,1.44,1,359,6,
556323,Very calm room in the middle of Mu.,954971,Anne,,Au-Haidhausen,48.12877,11.59345,Private room,39,1,117,2019-07-05,1.13,1,286,0,
574143,Wohnen am Hirschgarten - Neuhausen,2825666,Veronika,,Neuhausen-Nymphenburg,48.14449,11.51333,Private room,40,2,128,2019-09-30,1.16,1,178,0,
577095,Apartment on South Park Munich,2838170,Eugen,,Thalkirchen,48.0973,11.5102,Entire home/apt,49,85,55,2018-10-02,0.50,1,60,0,
603977,Helles gemütliches Gästeapartement,2989894,Peter,,Thalkirchen,48.07973,11.50628,Entire home/apt,44,3,13,2015-09-24,0.12,2,1,0,
609851,Luxury 3 room flat in Schwabing,3024324,Christian,,Maxvorstadt,48.15561,11.56736,Entire home/apt,200,5,2,2018-06-08,0.03,1,90,0,
618795,Your Munich home with a view,3065700,Jochen,,Sendling,48.11863,11.54935,Private room,42,3,48,2018-12-15,0.74,1,86,0,
620812,Sunny Oktoberfest flat close to Südpark,2571977,Julia,,Thalkirchen,48.10236,11.52146,Entire home/apt,249,3,0,,,1,363,0,
625551,Grünes Ambiente in ruhiger Wohnlage,1909709,Gabriele,,Pasing-Obermenzing,48.1597,11.45158,Private room,39,1,49,2018-10-08,0.45,3,280,2,
633836,!Sunny Nice Apartment *60m²-Loft* !,2391129,Julia Und Lisa,,Ramersdorf-Perlach,48.09789,11.63814,Entire home/apt,65,2,224,2021-09-19,2.04,3,257,8,
650265,Beautiful sunny city studio to relax!,1027824,Kat,,Sendling,48.11295,11.54729,Entire home/apt,53,14,41,2019-08-11,0.95,1,147,5,
661006,It s a nice spacious Room in a quiet location.,3337316,Johannes,,Neuhausen-Nymphenburg,48.15591,11.50657,Private room,100,3,0,,,2,177,0,
663362,Central Modern Apartment,2544871,Baris,,Ludwigsvorstadt-Isarvorstadt,48.12434,11.56847,Entire home/apt,100,30,14,2015-10-06,0.17,1,359,0,
664050,bright and cosy room; central,3353275,Babett,,Maxvorstadt,48.15506,11.57184,Private room,41,1,110,2019-04-18,1.07,1,23,2,
667321,A small guest room in a big house,3375789,Hannelore,,Pasing-Obermenzing,48.13126,11.47215,Private room,15,1,25,2013-05-25,0.25,1,0,0,
668844,wonderful attic near Oktoberfest,3385852,Anja,,Laim,48.13155,11.49591,Private room,45,1,41,2019-10-04,0.47,1,210,4,
669550,Cosy room in the heart of Munich,3390380,Alexander & Patrick,,Altstadt-Lehel,48.13469,11.58675,Private room,65,1,276,2020-03-07,2.51,1,282,0,
675433,WG-Zimmer in cooler 4er WG,3430900,Anke,,Sendling-Westpark,48.11836,11.53062,Private room,170,1,0,,,1,365,0,
684700,HIGH-CLASS 2-RoomApartm,3491203,Oliver  & Hanelore,,Ludwigsvorstadt-Isarvorstadt,48.13819,11.55466,Entire home/apt,290,2,34,2019-10-09,0.51,1,344,0,
689025,Beautiful 2 room apartment Munich,3518780,Jan,,Milbertshofen-Am Hart,48.18652,11.5697,Entire home/apt,88,3,24,2017-09-27,0.33,1,0,0,
691874,2-room flat in Munich near center,3537170,Vanessa,,Maxvorstadt,48.15083,11.57479,Entire home/apt,50,7,16,2018-08-14,0.21,1,57,0,
693402,Apartment in the Heart of Munich,3547075,Alex,,Altstadt-Lehel,48.13997,11.58962,Entire home/apt,129,2,30,2018-05-19,0.34,1,362,0,
694907,One Room Apartement in Schwabing,3556652,Daniel,,Schwabing-West,48.16462,11.57532,Entire home/apt,99,1,8,2013-09-30,0.09,1,365,1,
698064,Top Location at the University (500 m to the IAA),3577420,Dieter,,Maxvorstadt,48.15187,11.57975,Entire home/apt,75,2,55,2019-09-28,0.50,1,0,2,
700603,"LADIES (or couples) only, please! :o)",3593747,Beate,,Schwabing-Freimann,48.16782,11.58614,Private room,47,1,213,2021-09-11,1.94,1,162,4,
701005,Quiet area - quick in the centre,3596598,Patrick,,Bogenhausen,48.14201,11.62044,Private room,40,2,225,2021-08-22,2.06,1,2,6,
701673,Small room in a cosy house,3601541,Christel,,Ramersdorf-Perlach,48.11806,11.62966,Private room,29,2,185,2021-07-29,1.80,1,117,10,
701954,Bed & Breakfast München Schwabing,3603021,Hilde,,Schwabing-Freimann,48.16314,11.58301,Private room,65,2,65,2020-02-29,0.59,2,331,0,
702583,ruhige 2 Zimmer Wohnung nähe Oktoberfest,3605832,Visit,,Ludwigsvorstadt-Isarvorstadt,48.12059,11.55908,Entire home/apt,95,2,85,2019-09-28,1.14,2,0,3,
703539,"Golden Room,1.floor, near Fair Riem",1157644,Eva,,Tudering-Riem,48.10535,11.70017,Private room,40,180,17,2014-05-28,0.20,3,240,0,
705120,Mini Loft Munich Central Location !,291856,John,,Au-Haidhausen,48.13484,11.59489,Entire home/apt,110,2,30,2018-09-30,0.44,1,348,0,
705732,Fully-equiped apt. 4+1 ppl. Olympic parc/BMW,1174387,Alexander,,Milbertshofen-Am Hart,48.1793,11.56542,Entire home/apt,134,3,29,2016-09-02,0.43,1,27,0,
706874,Schöne Unterkunft für's Oktoberfest,3633050,Kornelia,,Sendling,48.12345,11.54591,Private room,80,1,44,2018-11-26,0.40,2,0,0,
710489,Luxury loft next to Marienplatz,3657089,Marc,,Altstadt-Lehel,48.13898,11.57606,Entire home/apt,336,5,116,2019-07-18,1.18,1,291,7,
710595,2 Rooms 1 Price (a minute to U2),3671733,Christine,,Schwabing-West,48.16353,11.56759,Entire home/apt,39,1,15,2019-09-23,0.34,3,74,2,
710604,"Chic Suite Schwabing, FREEBreakfast",3671733,Christine,,Schwabing-West,48.15938,11.56753,Entire home/apt,39,1,18,2017-11-28,0.22,3,352,0,
710884,4People 2Rooms 1Price&FREEBreakfast,3671733,Christine,,Schwabing-West,48.15958,11.56781,Entire home/apt,89,1,122,2019-10-12,1.42,3,352,1,
711721,olympiapark-2R-70qm-sunny-silent-penth.app-lift,3662771,Iris,,Schwabing-West,48.15938,11.56026,Entire home/apt,120,21,7,2015-08-20,1.27,2,81,3,
717444,Zu Fuß zum Oktoberfest!!!,3633050,Kornelia,,Sendling,48.12383,11.54762,Private room,80,1,30,2018-10-02,0.27,2,0,0,
728525,Room in Munich,3779542,Alfred,,Ludwigsvorstadt-Isarvorstadt,48.12932,11.57239,Private room,150,6,0,,,1,365,0,
740948,Living at Munich Viktualienmarkt,3876973,Katharina,,Altstadt-Lehel,48.13988,11.57701,Entire home/apt,142,30,67,2021-09-06,0.71,1,230,2,
751730,Villa München - Obermenzing,3952627,Leo,,Pasing-Obermenzing,48.16922,11.48143,Private room,55,3,0,,,1,332,0,
763520,optimal and central apartment,4024965,Ingrid & Nadi,,Schwanthalerhöhe,48.13768,11.54852,Entire home/apt,73,90,26,2014-09-29,0.25,2,318,0,
774834,★ Soul space ★ whole appartment in top area,3726426,Nicola,,Au-Haidhausen,48.12266,11.57356,Entire home/apt,60,150,11,2016-09-26,0.10,1,365,0,
779667,Modern flat nearby the subway,971744,Annette & Vanessa,,Maxvorstadt,48.15267,11.56491,Entire home/apt,118,3,239,2021-09-23,3.44,1,297,42,
802738,SUNNY ROOM - CLOSE TO CITY CENTRE,3049956,Peter,,Au-Haidhausen,48.12136,11.59018,Private room,33,3,0,,,1,343,0,
807951,"Holydayhouse near city,near Messe",4250955,Inge,,Berg am Laim,48.1225,11.62644,Entire home/apt,110,4,90,2020-03-10,0.88,1,316,3,
817448,Nice room for Students,1460126,Christian,,Thalkirchen,48.09639,11.50034,Private room,50,1,3,2013-07-29,0.03,2,302,0,
817975,Zimmer mit Aussicht,4296431,Frank,,Altstadt-Lehel,48.13681,11.58743,Private room,60,1,4,2021-08-11,0.04,1,355,2,
820826,Zimmer in Traumwohnung für Tänzer,4310718,Christine,,Au-Haidhausen,48.12724,11.60218,Private room,39,3,128,2019-09-29,1.20,2,212,1,
837679,Sunny 2-room apartment in Sendling,4377657,Martina,,Thalkirchen,48.10049,11.53181,Entire home/apt,47,180,22,2020-07-13,0.21,1,182,0,
861804,The heart of munich,4515946,Felix,,Maxvorstadt,48.15117,11.56516,Entire home/apt,78,7,37,2017-05-01,0.36,1,302,0,
884573,cozy  room in colouful  artist's apartment,4685835,Monika,,Obergiesing,48.1168,11.58321,Private room,39,1,92,2019-10-08,1.26,1,155,0,
907717,"Quiet room, sunny,centrally located",4862611,Anatol,,Bogenhausen,48.14213,11.60509,Private room,58,1,20,2019-09-29,0.25,1,144,0,
910680,CHARMING LOVESOME ALTBAU KAISERSTR!,211657,Jasmin,,Schwabing-West,48.16025,11.57744,Entire home/apt,129,2,1,2014-12-14,0.01,1,301,0,
915995,"Schöne1,5 Zi Whg im Herzen Münchens",4057943,Alessia,,Au-Haidhausen,48.13158,11.59694,Entire home/apt,110,3,15,2021-09-13,0.15,1,0,2,
917644,Individual 2-room apartm. w. garden,4927869,Kris,,Moosach,48.17169,11.50316,Entire home/apt,79,2,8,2019-10-03,0.19,1,363,0,
921010,Living in the City 2 / Goetheplatz,4950451,Erhard,,Ludwigsvorstadt-Isarvorstadt,48.12637,11.55745,Private room,39,2,321,2021-07-13,3.33,2,51,26,
921158,Charming  sunny room Maxvorstadt bookable hygrules,4951962,Sabine,,Maxvorstadt,48.15229,11.56408,Private room,53,1,272,2021-08-21,2.99,1,341,8,
921287,Living in the City 1 / Goetheplatz,4950451,Erhard,,Ludwigsvorstadt-Isarvorstadt,48.12794,11.55787,Private room,40,2,202,2019-09-26,2.08,2,48,21,
936808,Is this the paradise?,5057324,Katharina & Kai,,Maxvorstadt,48.15119,11.56647,Private room,48,3,35,2020-02-10,0.47,1,167,3,
944648,"Apartment, 39qm, MÜ Sendling-Westpark, 2-12 Monate",5114962,Birgit,,Sendling-Westpark,48.12184,11.5341,Entire home/apt,35,60,35,2019-10-10,0.68,2,172,2,
